transaction_id,date,customer_id,customer_name,customer_country,product_id,product_name,product_brand,product_price,quantity
77,2022-09-03,13.0,Nicholas Gray,Israel,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,4
78,2022-09-13,3.0,Lisa Murray,Rwanda,3.0,keyboard,Beard Group,97.0,7
79,2022-09-11,26.0,Adam Blair,Malaysia,3.0,keyboard,Beard Group,97.0,5
80,2022-09-05,5.0,Rachel Brandt,Kyrgyz Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,2
81,2022-09-08,24.0,Alexandria Smith,Turkey,1.0,laptop,"Stanley, Webster and Thompson",39.0,10
82,2022-09-03,4.0,Patricia Smith,Congo,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,1
83,2022-09-11,23.0,Shelby Martinez,Jamaica,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,9
84,2022-09-13,17.0,Ashley Johnson,Wallis and Futuna,1.0,laptop,"Stanley, Webster and Thompson",39.0,6
85,2022-09-09,7.0,Tracy Crawford,Venezuela,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,2
86,2022-09-13,1.0,Eric Hernandez,Cape Verde,3.0,keyboard,Beard Group,97.0,4
87,2022-09-10,17.0,Ashley Johnson,Wallis and Futuna,3.0,keyboard,Beard Group,97.0,4
88,2022-09-14,1.0,Eric Hernandez,Cape Verde,3.0,keyboard,Beard Group,97.0,4
89,2022-09-06,24.0,Alexandria Smith,Turkey,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,5
90,2022-09-02,29.0,Meagan Gutierrez,Papua New Guinea,1.0,laptop,"Stanley, Webster and Thompson",39.0,9
91,2022-09-11,12.0,Michael Burke,Angola,1.0,laptop,"Stanley, Webster and Thompson",39.0,3
92,2022-09-03,25.0,Jennifer Morgan,Turkmenistan,3.0,keyboard,Beard Group,97.0,7
93,2022-09-09,9.0,Erika Nelson,Fiji,3.0,keyboard,Beard Group,97.0,4
94,2022-09-09,21.0,Tiffany Hanna,Czech Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,5
95,2022-09-10,30.0,Jared Parks,Egypt,3.0,keyboard,Beard Group,97.0,4
96,2022-09-10,29.0,Meagan Gutierrez,Papua New Guinea,3.0,keyboard,Beard Group,97.0,6
97,2022-09-06,15.0,Danielle White MD,Bouvet Island (Bouvetoya),3.0,keyboard,Beard Group,97.0,5
98,2022-09-14,7.0,Tracy Crawford,Venezuela,3.0,keyboard,Beard Group,97.0,7
99,2022-09-07,13.0,Nicholas Gray,Israel,3.0,keyboard,Beard Group,97.0,5
100,2022-09-12,4.0,Patricia Smith,Congo,1.0,laptop,"Stanley, Webster and Thompson",39.0,4
101,2022-09-01,27.0,Rebecca Ibarra,Syrian Arab Republic,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,10
102,2022-09-01,20.0,Richard Johnson,Lao People's Democratic Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,6
103,2022-09-12,22.0,Shane Stephens,Kazakhstan,3.0,keyboard,Beard Group,97.0,10
104,2022-09-09,29.0,Meagan Gutierrez,Papua New Guinea,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,4
105,2022-09-09,9.0,Erika Nelson,Fiji,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,10
106,2022-09-05,5.0,Rachel Brandt,Kyrgyz Republic,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,7
107,2022-09-08,25.0,Jennifer Morgan,Turkmenistan,1.0,laptop,"Stanley, Webster and Thompson",39.0,3
108,2022-09-06,15.0,Danielle White MD,Bouvet Island (Bouvetoya),3.0,keyboard,Beard Group,97.0,1
109,2022-09-10,5.0,Rachel Brandt,Kyrgyz Republic,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,5
110,2022-09-13,18.0,William Mcdonald,Mauritius,3.0,keyboard,Beard Group,97.0,10
111,2022-09-04,10.0,Megan Ball,New Zealand,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,9
112,2022-09-09,25.0,Jennifer Morgan,Turkmenistan,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,9
113,2022-09-08,8.0,Kimberly Crawford,Slovakia (Slovak Republic),3.0,keyboard,Beard Group,97.0,3
114,2022-09-14,5.0,Rachel Brandt,Kyrgyz Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,1
115,2022-09-11,19.0,Kevin Cole,Benin,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,5
116,2022-09-09,20.0,Richard Johnson,Lao People's Democratic Republic,3.0,keyboard,Beard Group,97.0,8
117,2022-09-06,21.0,Tiffany Hanna,Czech Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,3
118,2022-09-11,13.0,Nicholas Gray,Israel,3.0,keyboard,Beard Group,97.0,10
119,2022-09-03,26.0,Adam Blair,Malaysia,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,10
120,2022-09-13,21.0,Tiffany Hanna,Czech Republic,3.0,keyboard,Beard Group,97.0,1
121,2022-09-14,1.0,Eric Hernandez,Cape Verde,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,3
122,2022-09-02,20.0,Richard Johnson,Lao People's Democratic Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,10
123,2022-09-02,4.0,Patricia Smith,Congo,1.0,laptop,"Stanley, Webster and Thompson",39.0,2
124,2022-09-04,15.0,Danielle White MD,Bouvet Island (Bouvetoya),1.0,laptop,"Stanley, Webster and Thompson",39.0,4
125,2022-09-05,1.0,Eric Hernandez,Cape Verde,1.0,laptop,"Stanley, Webster and Thompson",39.0,6
126,2022-09-03,9.0,Erika Nelson,Fiji,1.0,laptop,"Stanley, Webster and Thompson",39.0,8
127,2022-09-01,13.0,Nicholas Gray,Israel,3.0,keyboard,Beard Group,97.0,2
128,2022-09-05,20.0,Richard Johnson,Lao People's Democratic Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,10
129,2022-09-06,9.0,Erika Nelson,Fiji,3.0,keyboard,Beard Group,97.0,7
130,2022-09-14,29.0,Meagan Gutierrez,Papua New Guinea,1.0,laptop,"Stanley, Webster and Thompson",39.0,9
131,2022-09-09,2.0,Victor Herrera,Gambia,1.0,laptop,"Stanley, Webster and Thompson",39.0,1
132,2022-09-08,18.0,William Mcdonald,Mauritius,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,9
133,2022-09-08,19.0,Kevin Cole,Benin,3.0,keyboard,Beard Group,97.0,2
134,2022-09-06,20.0,Richard Johnson,Lao People's Democratic Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,6
135,2022-09-10,18.0,William Mcdonald,Mauritius,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,7
136,2022-09-10,13.0,Nicholas Gray,Israel,1.0,laptop,"Stanley, Webster and Thompson",39.0,7
137,2022-09-09,16.0,Kyle Hunter,Iceland,1.0,laptop,"Stanley, Webster and Thompson",39.0,4
138,2022-09-09,7.0,Tracy Crawford,Venezuela,1.0,laptop,"Stanley, Webster and Thompson",39.0,4
139,2022-09-02,17.0,Ashley Johnson,Wallis and Futuna,3.0,keyboard,Beard Group,97.0,7
140,2022-09-14,27.0,Rebecca Ibarra,Syrian Arab Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,1
141,2022-09-03,6.0,Stephen Conway,Saint Kitts and Nevis,1.0,laptop,"Stanley, Webster and Thompson",39.0,3
142,2022-09-06,20.0,Richard Johnson,Lao People's Democratic Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,3
143,2022-09-02,15.0,Danielle White MD,Bouvet Island (Bouvetoya),1.0,laptop,"Stanley, Webster and Thompson",39.0,9
144,2022-09-09,6.0,Stephen Conway,Saint Kitts and Nevis,1.0,laptop,"Stanley, Webster and Thompson",39.0,8
145,2022-09-11,30.0,Jared Parks,Egypt,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,5
146,2022-09-08,8.0,Kimberly Crawford,Slovakia (Slovak Republic),1.0,laptop,"Stanley, Webster and Thompson",39.0,4
147,2022-09-08,4.0,Patricia Smith,Congo,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,5
148,2022-09-11,26.0,Adam Blair,Malaysia,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,10
149,2022-09-05,10.0,Megan Ball,New Zealand,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,2
150,2022-09-14,26.0,Adam Blair,Malaysia,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,2
151,2022-09-05,26.0,Adam Blair,Malaysia,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,4
152,2022-09-08,29.0,Meagan Gutierrez,Papua New Guinea,1.0,laptop,"Stanley, Webster and Thompson",39.0,3
153,2022-09-03,17.0,Ashley Johnson,Wallis and Futuna,1.0,laptop,"Stanley, Webster and Thompson",39.0,10
154,2022-09-11,11.0,Sarah Fuentes,Congo,1.0,laptop,"Stanley, Webster and Thompson",39.0,9
155,2022-09-09,14.0,Ralph Williams,United States Minor Outlying Islands,3.0,keyboard,Beard Group,97.0,4
156,2022-09-06,20.0,Richard Johnson,Lao People's Democratic Republic,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,4
157,2022-09-07,10.0,Megan Ball,New Zealand,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,6
158,2022-09-03,2.0,Victor Herrera,Gambia,1.0,laptop,"Stanley, Webster and Thompson",39.0,4
159,2022-09-09,27.0,Rebecca Ibarra,Syrian Arab Republic,3.0,keyboard,Beard Group,97.0,10
160,2022-09-07,13.0,Nicholas Gray,Israel,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,6
161,2022-09-08,1.0,Eric Hernandez,Cape Verde,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,8
162,2022-09-04,11.0,Sarah Fuentes,Congo,3.0,keyboard,Beard Group,97.0,9
163,2022-09-05,20.0,Richard Johnson,Lao People's Democratic Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,9
164,2022-09-02,1.0,Eric Hernandez,Cape Verde,3.0,keyboard,Beard Group,97.0,8
165,2022-09-09,15.0,Danielle White MD,Bouvet Island (Bouvetoya),1.0,laptop,"Stanley, Webster and Thompson",39.0,2
166,2022-09-10,20.0,Richard Johnson,Lao People's Democratic Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,5
167,2022-09-14,14.0,Ralph Williams,United States Minor Outlying Islands,3.0,keyboard,Beard Group,97.0,2
168,2022-09-08,28.0,Jacob Blair,Cuba,3.0,keyboard,Beard Group,97.0,5
169,2022-09-07,25.0,Jennifer Morgan,Turkmenistan,3.0,keyboard,Beard Group,97.0,3
170,2022-09-04,15.0,Danielle White MD,Bouvet Island (Bouvetoya),3.0,keyboard,Beard Group,97.0,2
171,2022-09-12,8.0,Kimberly Crawford,Slovakia (Slovak Republic),2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,8
172,2022-09-02,16.0,Kyle Hunter,Iceland,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,6
173,2022-09-10,12.0,Michael Burke,Angola,3.0,keyboard,Beard Group,97.0,6
174,2022-09-07,18.0,William Mcdonald,Mauritius,3.0,keyboard,Beard Group,97.0,8
175,2022-09-05,3.0,Lisa Murray,Rwanda,3.0,keyboard,Beard Group,97.0,6
176,2022-09-05,1.0,Eric Hernandez,Cape Verde,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,10
177,2022-09-09,5.0,Rachel Brandt,Kyrgyz Republic,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,2
178,2022-09-08,7.0,Tracy Crawford,Venezuela,3.0,keyboard,Beard Group,97.0,1
179,2022-09-10,20.0,Richard Johnson,Lao People's Democratic Republic,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,10
180,2022-09-07,27.0,Rebecca Ibarra,Syrian Arab Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,8
181,2022-09-13,4.0,Patricia Smith,Congo,1.0,laptop,"Stanley, Webster and Thompson",39.0,2
182,2022-09-02,26.0,Adam Blair,Malaysia,1.0,laptop,"Stanley, Webster and Thompson",39.0,2
183,2022-09-11,26.0,Adam Blair,Malaysia,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,4
184,2022-09-02,14.0,Ralph Williams,United States Minor Outlying Islands,3.0,keyboard,Beard Group,97.0,10
185,2022-09-03,23.0,Shelby Martinez,Jamaica,1.0,laptop,"Stanley, Webster and Thompson",39.0,7
186,2022-09-14,6.0,Stephen Conway,Saint Kitts and Nevis,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,10
187,2022-09-09,9.0,Erika Nelson,Fiji,1.0,laptop,"Stanley, Webster and Thompson",39.0,9
188,2022-09-06,22.0,Shane Stephens,Kazakhstan,3.0,keyboard,Beard Group,97.0,9
189,2022-09-09,8.0,Kimberly Crawford,Slovakia (Slovak Republic),1.0,laptop,"Stanley, Webster and Thompson",39.0,5
190,2022-09-06,27.0,Rebecca Ibarra,Syrian Arab Republic,3.0,keyboard,Beard Group,97.0,1
191,2022-09-05,10.0,Megan Ball,New Zealand,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,8
192,2022-09-12,25.0,Jennifer Morgan,Turkmenistan,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,8
193,2022-09-06,5.0,Rachel Brandt,Kyrgyz Republic,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,4
194,2022-09-13,6.0,Stephen Conway,Saint Kitts and Nevis,1.0,laptop,"Stanley, Webster and Thompson",39.0,1
195,2022-09-08,12.0,Michael Burke,Angola,3.0,keyboard,Beard Group,97.0,3
196,2022-09-10,18.0,William Mcdonald,Mauritius,3.0,keyboard,Beard Group,97.0,6
197,2022-09-13,1.0,Eric Hernandez,Cape Verde,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,1
198,2022-09-07,12.0,Michael Burke,Angola,3.0,keyboard,Beard Group,97.0,1
199,2022-09-04,30.0,Jared Parks,Egypt,1.0,laptop,"Stanley, Webster and Thompson",39.0,2
200,2022-09-12,28.0,Jacob Blair,Cuba,1.0,laptop,"Stanley, Webster and Thompson",39.0,10
201,2022-09-04,12.0,Michael Burke,Angola,3.0,keyboard,Beard Group,97.0,5
202,2022-09-14,19.0,Kevin Cole,Benin,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,6
203,2022-09-03,10.0,Megan Ball,New Zealand,1.0,laptop,"Stanley, Webster and Thompson",39.0,2
204,2022-09-14,14.0,Ralph Williams,United States Minor Outlying Islands,3.0,keyboard,Beard Group,97.0,9
205,2022-09-14,8.0,Kimberly Crawford,Slovakia (Slovak Republic),1.0,laptop,"Stanley, Webster and Thompson",39.0,1
206,2022-09-05,7.0,Tracy Crawford,Venezuela,1.0,laptop,"Stanley, Webster and Thompson",39.0,4
207,2022-09-10,27.0,Rebecca Ibarra,Syrian Arab Republic,3.0,keyboard,Beard Group,97.0,2
208,2022-09-03,4.0,Patricia Smith,Congo,3.0,keyboard,Beard Group,97.0,1
209,2022-09-14,26.0,Adam Blair,Malaysia,3.0,keyboard,Beard Group,97.0,7
210,2022-09-06,15.0,Danielle White MD,Bouvet Island (Bouvetoya),3.0,keyboard,Beard Group,97.0,7
211,2022-09-02,1.0,Eric Hernandez,Cape Verde,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,8
212,2022-09-02,12.0,Michael Burke,Angola,1.0,laptop,"Stanley, Webster and Thompson",39.0,5
213,2022-09-13,24.0,Alexandria Smith,Turkey,3.0,keyboard,Beard Group,97.0,1
214,2022-09-08,3.0,Lisa Murray,Rwanda,3.0,keyboard,Beard Group,97.0,10
215,2022-09-13,12.0,Michael Burke,Angola,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,3
216,2022-09-13,24.0,Alexandria Smith,Turkey,1.0,laptop,"Stanley, Webster and Thompson",39.0,4
217,2022-09-07,4.0,Patricia Smith,Congo,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,8
218,2022-09-10,2.0,Victor Herrera,Gambia,1.0,laptop,"Stanley, Webster and Thompson",39.0,4
219,2022-09-12,25.0,Jennifer Morgan,Turkmenistan,3.0,keyboard,Beard Group,97.0,2
220,2022-09-06,28.0,Jacob Blair,Cuba,1.0,laptop,"Stanley, Webster and Thompson",39.0,9
221,2022-09-07,8.0,Kimberly Crawford,Slovakia (Slovak Republic),2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,5
222,2022-09-03,8.0,Kimberly Crawford,Slovakia (Slovak Republic),2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,9
223,2022-09-12,13.0,Nicholas Gray,Israel,1.0,laptop,"Stanley, Webster and Thompson",39.0,7
224,2022-09-02,29.0,Meagan Gutierrez,Papua New Guinea,3.0,keyboard,Beard Group,97.0,10
225,2022-09-10,5.0,Rachel Brandt,Kyrgyz Republic,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,10
226,2022-09-05,29.0,Meagan Gutierrez,Papua New Guinea,1.0,laptop,"Stanley, Webster and Thompson",39.0,4
227,2022-09-06,16.0,Kyle Hunter,Iceland,1.0,laptop,"Stanley, Webster and Thompson",39.0,5
228,2022-09-03,10.0,Megan Ball,New Zealand,3.0,keyboard,Beard Group,97.0,8
229,2022-09-14,15.0,Danielle White MD,Bouvet Island (Bouvetoya),2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,4
230,2022-09-04,28.0,Jacob Blair,Cuba,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,9
231,2022-09-05,23.0,Shelby Martinez,Jamaica,3.0,keyboard,Beard Group,97.0,5
232,2022-09-05,20.0,Richard Johnson,Lao People's Democratic Republic,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,4
233,2022-09-06,11.0,Sarah Fuentes,Congo,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,9
234,2022-09-11,14.0,Ralph Williams,United States Minor Outlying Islands,1.0,laptop,"Stanley, Webster and Thompson",39.0,10
235,2022-09-14,20.0,Richard Johnson,Lao People's Democratic Republic,1.0,laptop,"Stanley, Webster and Thompson",39.0,10
236,2022-09-07,23.0,Shelby Martinez,Jamaica,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,6
237,2022-09-01,29.0,Meagan Gutierrez,Papua New Guinea,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,5
238,2022-09-14,27.0,Rebecca Ibarra,Syrian Arab Republic,3.0,keyboard,Beard Group,97.0,2
239,2022-09-14,3.0,Lisa Murray,Rwanda,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,9
240,2022-09-12,23.0,Shelby Martinez,Jamaica,1.0,laptop,"Stanley, Webster and Thompson",39.0,2
241,2022-09-02,5.0,Rachel Brandt,Kyrgyz Republic,3.0,keyboard,Beard Group,97.0,5
242,2022-09-04,17.0,Ashley Johnson,Wallis and Futuna,2.0,earphones,"Johnson, Lawson and Rodriguez",83.0,6
243,2022-09-09,26.0,Adam Blair,Malaysia,3.0,keyboard,Beard Group,97.0,9
